chunk_id,raw_text,clean_text,section_label,orientation
partners with wafer fab to reinforce the application participation in continuous improvement develop comprehensive knowledge in quality
competitions to enhance the sustainability of the management, fostering collaboration on
of design rules for automotive products, implement
TSMC
local supply chain quality and reliability improvements
stricter process capability standards for fab production
lines and electrical testing, and streamline procedures ● Offer educational training and audit support to ● Develop advanced real-time defense
for managing abnormal wafers. To address automotive help suppliers develop capabilities for detecting mechanisms to reduce product defects and
CMR substances in materials proactively prevent quality-related incidents
customers’ stringent DPPM requirements, the
organization allocates dedicated resources for ● Launch nine quality-focused courses through
assessing customer returns and conducting real-time the TSMC Supplier Sustainability Academy to
PFA, persistently optimizing process enhancements to encourage suppliers to improve their quality
management capabilities
further enhance quality and reliability.",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society realize quality application implement quality realm service quality provide participant accelerate product design cycle rate minimize return risk application core domain standardize training program new increase tape success rate support customer develop quality- technology manufacturing service process enable customer offer comprehensive portfolio expertise ensure stable production line realm technical quality assist customer adapt update design flow quality training course technique performance reinforce testing partnership integrate product reliability requirement assist new customer high voltage stress test burn deepen customer relationship design consideration development adopt process technology screen course aim enhance phase achieve reliability complete training session anomaly detection reduce product defect certification n3p process technology cis wafer stacking technology cowos focus area quality chain development technology large interposer size refer quality reliability term manufacture quality quality reliability organization collaborate raw material supplier customer organization leverage advanced artificial intelligence technique statistical utilize know method bkm help launch standardize training program supplier improve quality raw material new process accelerate new product methodology enhance quality tool build robust supply chain design cycle strengthen real time defense system wafer fab quality reliability organization provide relevant guidance encourage provide diverse range course partner wafer fab reinforce application participation continuous improvement develop comprehensive knowledge quality competition enhance management foster collaboration design rule automotive product implement local supply chain quality reliability improvement strict process capability standard fab production line electrical testing streamline procedure offer educational training audit support develop advanced real time defense manage abnormal wafer address automotive help supplier develop capability detect mechanism reduce product defect cmr substance material prevent quality relate incident customer stringent dppm requirement organization allocate dedicated resource launch quality focus course assess customer return conduct real time supplier academy pfa optimize process enhancement encourage supplier improve quality management capability enhance quality reliability,supply_chain,action_oriented
76,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
Case Study
Drive a Major Revolution in TEM Imaging Quality Workflow through Digital Transformation
To achieve efficient production and safeguard product quality, TSMC is dedicated to advancing precise typically took three to six days. With the implementation of the AI and machine learning-powered ""TEM
measurement technologies that enable the early detection of process deviations and anomalies, facilitating Image Quality Auto-Inspection System,"" image quality factors such as lighting, contrast, brightness, and
process control refinement. In response to semiconductor miniaturization trends, TEM deliver an angstrom- structural clarity are automatically evaluated and scored within seconds of capture. The system filters out
level imaging, supporting functional validation of new materials and structures through microstructure poor-quality images, such as those that are blurry or excessively dark, ensuring that requesters receive
analysis, dislocation identification, and chemical composition assessment during both R&D and production high-quality images for analysis. This innovation has expedited R&D efforts and process improvements,
phases of advanced processes. In 2024, TSMC established the ""TEM Imaging Quality Auto-Inspection significantly boosting efficiency.
System"" to elevate analysis quality and efficiency. The system integrates AI models to assist in image
recognition, empowering operators to monitor image quality using digital tools. As a result, laboratory This groundbreaking system has been deployed across TSMC’s global TEM laboratories. Future
engineers’ review time has been reduced by 90%, significantly accelerating the image processing workflow. enhancements will incorporate additional inspection criteria, including capture location verification,
requirement alignment, and historical data comparisons, progressing toward fully automated operations.
TSMC’s global TEM laboratories produce over 500,000 analysis images monthly. Previously, when image These improvements will prevent delays caused by poor image quality, offering robust support for process
requesters received substandard images, they had to submit retake requests via an internal satisfaction technology innovation and quality assurance.
system, which required laboratory engineers to review the images and capture new ones—a process that
Successfully reduced review time by 90%, enabling image requesters to receive
high-quality images for analysis immediately
Substandard Images
After
Submit retake request via an
NEW
Assist in image recognition internal satisfaction system Engineers Retake the Reconfirm that the image
review image meet the requirements
TEM Imaging Quality
Auto-Inspection System R&D and
TEM Lab TEM Lab
production phase
Before
High-quality images
Submit image Capture Confirm that the image Conduct functional
capture requests images meet the requirements validation
R&D and R&D and R&D and
TEM Lab
production phase production phase production phase",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society case study drive major revolution tem imaging quality workflow digital transformation achieve efficient production safeguard product quality dedicate advance precise take day implementation machine learning power tem measurement technology enable early detection process deviation anomaly facilitate image quality auto inspection system image quality factor light contrast brightness process control refinement response semiconductor miniaturization trend tem deliver angstrom- structural clarity evaluate score second capture system filter level imaging support functional validation new material structure microstructure poor quality image blurry dark ensure requester receive analysis dislocation identification chemical composition assessment production high quality image analysis innovation expedite effort process improvement phase advanced process establish tem imaging quality auto inspection boost efficiency system elevate analysis quality efficiency system integrate model assist image recognition empower operator monitor image quality digital tool result laboratory groundbreaking system deploy tem laboratory future engineer review time reduce accelerate image processing workflow enhancement incorporate additional inspection criterion capture location verification requirement alignment historical datum comparison progress automate tem laboratory produce analysis image image improvement prevent delay cause poor image quality offer robust support process requester receive substandard image submit retake request internal satisfaction technology innovation quality assurance system require laboratory engineer review image capture new one process reduce review time enable image requester receive high quality image analysis substandard image submit retake request new assist image recognition internal satisfaction system engineer retake reconfirm image review image meet requirement tem image quality auto inspection system tem lab tem lab production phase high quality image submit image capture confirm image conduct functional capture request image meet requirement validation tem lab production phase production phase production phase,talent,action_oriented
77,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
Customer Relations
Strategies 2030 Goals 2025 Targets 2024 Achievements
React with Precise
Response
Maintain a customer trust and satisfaction rating Maintain a customer trust and satisfaction rating Customer trust and satisfaction rating of 96%
Provide excellent customer of over 90% of over 90% Target: Over 90%
service through close
collaboration with
Reduce cases of problematic engineering quality Reduce cases of problematic engineering quality Reduced cases of problematic engineering quality to
customers and regular
to 20% of the level in 2019 for every one million to 30% of the level in 2019 for every one million 26% of the level in 2019 for every one million 12-inch
customer meetings/
12-inch wafers shipped 12-inch wafers shipped wafers shipped
surveys to understand
Target: 30% of the level in 2019
their requirements and
respond to their feedback
Establish Virtual Fab
Service
Provide >1,200 wafer manufacturing and process Provide >1,062 wafer manufacturing and process Provided >1,028 wafer manufacturing and process
Provide comprehensive technologies and >170 advanced packaging technologies and >165 advanced packaging technologies and >161 advanced packaging technologies
information promptly to technologies in line with the TSMC technology technologies in line with the TSMC technology in line with the TSMC technology roadmap
ensure the success of roadmap roadmap Target: 1,028 wafer manufacturing and process technologies, 153
customer's products; advanced packaging technologies
strengthen processes
and systems to ensure
Pass customer product information security Pass customer product information security audits Passed customer product information security audits
that customer product
audits with no major flaws with no major flaws with no major flaws
information receives
Target: No major flaws
protection of the highest
standard
Applicable to all TSMC fabs around the world Applicable to TSMC fabs in Taiwan and other specific fabs Only applicable to TSMC fabs in Taiwan Applicable to TSMC overseas fabs Exceeded Achieved Missed target",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society customer relation strategy goal target achievement react precise response maintain customer trust satisfaction rating maintain customer trust satisfaction rating customer trust satisfaction rating provide excellent customer target service close collaboration reduce case problematic engineering quality reduce case problematic engineering quality reduce case problematic engineering quality customer regular level level level inch customer meeting inch wafer ship inch wafer ship wafer ship survey understand target level requirement respond feedback establish virtual fab service provide wafer manufacturing process provide wafer manufacturing process provide wafer manufacturing process provide comprehensive technology advanced packaging technology advanced packaging technology advanced packaging technology technology line technology technology line technology line technology roadmap ensure success roadmap roadmap target wafer manufacturing process technology customer product advanced packaging technology strengthen process system ensure pass customer product security pass customer product security audits pass customer product security audits customer product audits major flaw major flaw major flaw receive target major flaw protection high standard applicable fab world applicable fab specific fab applicable fab applicable overseas fab exceed achieve miss target,supply_chain,mixed
78,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
TSMC remains committed to its vision of being the Precise Response
world's leading and most advanced dedicated IC
Customer feedback acts as a critical driver for evolving market needs. In 2024, the Company 2030 goal of 20%. To further strengthen customer
design and manufacturing service provider. Driven
TSMC’s continuous improvement in service quality. achieved an impressive 96% customer trust and engagement, the Company’s customer service team
by technological innovation and superior service,
The customer service team collects valuable satisfaction rating. The Company also progressed actively improves its approaches through case studies
the Company forms dedicated service teams to
insights through diverse channels, such as ACSS, in product quality and yield performance, reducing and scenario-based practices, ensuring accurate
ensure seamless communication and coordination
quarterly review meetings, and irregularly customer engineering quality incidents per million 12-inch identification and efficient responses to diverse
with customers. TSMC also accelerates digital
engagements. The Company carefully evaluates wafers to 26% of the 2019 level-surpassing the customer requirements.
transformation by enhancing the functionality of
and analyzes customer feedback to implement annual target of 30% and advancing toward the
TSMC-OnlineTM, continually improving the customer
targeted improvement plans, further strengthening
service experience. In 2024, the Company achieved
its partnerships with customers. In 2024, TSMC Diverse Communication Channels for Customers
an outstanding 96% customer trust and satisfaction
conducted 1,340 online and in-person executive-level
rating by delivering cutting-edge technology and
meetings with 223 customers and held 102 quarterly
superior support, empowering its customers to
review meetings with 29 customers. Additionally, the
enhance product competitiveness and creating Independent third-party
TSMC customer service teams conduct
mutual success. ACSS received responses from 197 customers. meetings with customers consulting firmsconduct
interviews or online surveys
Through in-depth dialogue and close collaboration
Customer Service Strategy
with customers, TSMC continuously refines its
Irregularly Quarterly Annually
expertise in cutting-edge technology, precision
manufacturing, and streamlined service to meet
Annual Customer Trust and Satisfaction
Customer Customer Satisfaction
trust Index Customer Meeting Quarterly Review Survey
93 88 92 94 96
Technology, quality, yield
Behavior, impression and
Customers' needs rate design, manufacturing,
Virtual Fab execution
Precise and customer service
proactively
response to
provides
customers'
integrated 2024
needs
services
223 Customers 29 Customers 197 Customers
Compre- Customer Close 1,340 Irregular meetings 102 Quarterly reviews
hensive
confidential collaboration
and timely
information with
information via
protection customers
TSMC-OnlineTM
2020 2021 2022 2023 2024
Customers' Improvement Progress
Annual Customer Trust and Satisfaction (%)
Needs Plans Review
Note: Customer satisfaction rate figures include TSMC fabs in Taiwan as
well as its overseas subsidiaries 80",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society remain committed vision precise response world lead advanced dedicate customer feedback act critical driver evolve market need goal strengthen customer design manufacturing service provider drive continuous improvement service quality achieve impressive customer trust engagement customer service team technological innovation superior service customer service team collect valuable satisfaction rat progress improve approach case study form dedicated service team insight diverse channel acss product quality yield performance reduce scenario base practice ensure accurate ensure seamless communication coordination quarterly review meeting customer engineering quality incident inch identification efficient response diverse customer accelerate digital engagement evaluate wafer level surpass customer requirement transformation enhance functionality analyze customer feedback implement target advance onlinetm improve customer target improvement plan strengthen service experience achieve partnership customer diverse communication channel customer outstanding customer trust satisfaction conduct online person executive level rating deliver cutting edge technology meeting customer hold quarterly superior support empower customer review meeting customer enhance product competitiveness create independent party customer service team conduct mutual success acss receive response customer meeting customer consult firmsconduct interview online survey depth dialogue close collaboration customer service strategy customer refine quarterly expertise cut edge technology precision manufacturing streamlined service meet customer trust satisfaction customer customer satisfaction trust customer meet quarterly review survey technology quality yield behavior impression customer need rate design manufacture virtual fab execution precise customer service response provide customer integrate need service customer customer customer compre- customer close irregular meeting quarterly review hensive confidential collaboration timely protection customer onlinetm customer improvement progress customer trust satisfaction need plan review note customer satisfaction rate fab overseas subsidiary,social,people_centric
79,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
Virtual Fab Service Types of Technology for Customers
TSMC remains dedicated to advancing semiconductor Company adheres to global cybersecurity standards As a trusted provider of logic IC technology and
design and process technologies, actively pursuing and has earned ISO 27001 ISMS certification. TSMC capacity worldwide, TSMC remains dedicated to
its vision of becoming “Everyone’s Foundry.” As wafer also implements rigorous information protection innovation and delivering high-quality products.
1,028
processes and technologies evolve, the Company policies and standardized protocols , ensuring the Committed to its customer-first approach, the 994
continually enhances its customer self-service confidentiality of customer information is protected to Company strives to be a reliable, long-term partner, 944
portal, TSMC-Online™, to provide customers with the highest standards, comparable to those of their collaborating with global stakeholders to achieve a 900 161
efficient access to and manage of manufacturing- own facilities. sustainable future. 833 149
related data. In 2024, TSMC-OnlineTM averaged over 129
In 2024, TSMC introduced a new CSFT platform,
55,000 monthly visits, fostering greater convenience
designed to enhance the protection of GDS
and operational efficiency through seamless digital 77
information and improve system efficiency through
collaboration.
a streamlined, one-stop solution. The platform offers TSMC is the most trusted provider of foundry
In 2024, TSMC provided customers with access to three key features: access control, a secure and services in the semiconductor industry.
1,028 wafer manufacturing technologies and 161 compliant operating environment, and progress
Sony Semiconductor Solutions Corporation
advanced packaging processes, aligning with evolving tracking. Over the course of the year, the platform
2020 2021 2022 2023 2024
technology roadmaps and addressing diverse product successfully processed more than 140,000 GDS
Types of wafer manufacturing technology
needs. To further protect customer interests, the transfers, marking a significant advancement in
Types of advanced packaging technology
information security.
Note: The customer satisfaction rates include data from TSMC fabs in
Taiwan and overseas subsidiaries.",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society virtual fab service type technology customer remain dedicated advance semiconductor adhere cybersecurity standard trusted provider logic technology design process technology pursue earn iso ism certification capacity worldwide remain dedicated vision foundry wafer implement rigorous protection innovation deliver high quality product process technology evolve policy standardized protocol ensure committed customer approach enhance customer self service confidentiality customer protect strive reliable long term partner portal provide customer high standard comparable collaborate stakeholder achieve efficient access manage manufacturing- facility sustainable future relate datum onlinetm average introduce new csft platform monthly visit foster great convenience design enhance protection gds operational efficiency seamless digital improve system efficiency collaboration streamlined stop solution platform offer trusted provider foundry provide customer access key feature access control secure service semiconductor industry wafer manufacturing technology compliant operating environment progress sony semiconductor solution corporation advanced packaging process align evolve track course platform technology roadmap address diverse product process gds type wafer manufacturing technology need protect customer interest transfer mark significant advancement type advanced packaging technology security note customer satisfaction rate datum fab overseas subsidiary,social,action_oriented
80,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
Case Study
New FTP Service: Upgraded Cybersecurity and Customer Experience
Data transmission security and efficiency are fundamental to TSMC’s partnerships with its customers. In 2024, TSMC launched a new FTP account service
within the TSMC-Online™ customer self-service portal. This innovation reduced the FTP account application process from 3.5 days to just 12 seconds, while
strengthening cybersecurity protections. Since its introduction, a total of 944 FTP accounts have been successfully activated.
FTP is an essential tool for transmitting critical information between TSMC and its customers. To enhance efficiency and security, the Company’s customer service
team conducted a comprehensive review of existing FTP account usage, streamlining the system by retaining 4,200 active accounts out of over 25,000 records--
an 84% reduction in system load. By implementing automated FTP account management processes , TSMC has created a more efficient account management
model, strengthening partnerships with customers through superior service.
Highlights of the New FTP Account Service Process
Traditional Process New FTP Account Service
TSMC personnel handled account applications
Account Customers can now apply for accounts independently,
on behalf of customers, with approval and
Creation completing the process in just 12 seconds
verification processes requiring up to 3.5 days
Information The system now conducts real-time automatic security
Manual review of FTP IP addresses for security
Security checks, blocking risky IP addresses to protect and
compliance required an additional 1.5 days
Control enhance file transfer security
TSMC reviewed FTP account requirements and implemented
Regular Incomplete customer FTP data made updates
an automated system to deactivate long-unused accounts,
Maintenance and management challenging
ensuring optimal server resource utilization",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society case study new ftp service upgrade cybersecurity customer experience datum transmission security efficiency fundamental partnership customer launch new ftp account service online customer self service portal innovation reduce ftp account application process day second strengthen cybersecurity protection introduction total ftp account activate ftp essential tool transmit critical customer enhance efficiency security customer service team conduct comprehensive review exist ftp account usage streamline system retain active account records-- reduction system load implement automate ftp account management process create efficient account management model strengthen partnership customer superior service highlight new ftp account service process traditional process new ftp account service personnel handle account application account customer apply account behalf customer approval creation complete process second verification process require day system conduct real time automatic security manual review ftp address security security check block risky address protect compliance require additional day control enhance file transfer security review ftp account requirement implement regular incomplete customer ftp datum update automate system deactivate unused account maintenance management challenge ensure optimal server resource utilization,governance,action_oriented
81,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
TSMC Delivers Unrivalled Manufacturing Excellence
~17 2024 total managed capacity reached approximately
Million
17 million 12-inch wafer equivalents
2024 288 HQ and Fab 12
2023 288 Fab 2/3/5/8
Technologies 2022 288 Fab 11
Fab 15
2024 522 Fab 16
Fab 21
2023 528
Fab 10 Fab 23
Customers 2022 532
Fab 6/14/18
2024 11,878
2023 11,895
Products 2022 12,698
Year
Fab 2 Fab 3 Fab 5 Fab 6 Fab 8 Fab 10 Fab 11 Fab 12 Fab 14 Fab 15 Fab 16 Fab 18
24 59 25 51 39 42 21 76 80 29 12 12
63 119 55 139 158 148 32 139 262 188 63 45
877 1,067 289 1,051 1,791 1,626 326 1,014 2,252 1,282 205 262",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society deliver unrivalled manufacturing excellence total manage capacity reach inch wafer equivalent fab fab technology fab fab fab fab fab fab customer fab product fab fab fab fab fab fab fab fab fab fab fab fab,social,people_centric
82,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
A Responsible Purchaser
TSMC is dedicated to responsible procurement, working closely with supply chain partners
to ensure excellence in technology, quality, delivery, human rights, and environmental
safety. In response to the pressing challenges of climate change, the Company continues
to enhance green innovation and climate resilience while striving to create a low-carbon
semiconductor supply chain.
Sustainable Supply Chain
Million
Subsidy for Supply Chain Carbon Reduction Projects (NT$)
%
Response rate of suppliers invited to participate in CDP
Million
TSMC Supplier Sustainability Academy cumulative users",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society responsible purchaser dedicate responsible procurement work supply chain partner ensure excellence technology quality delivery human right environmental safety response press challenge climate change continue enhance green innovation climate resilience strive create low carbon semiconductor supply chain sustainable supply chain subsidy supply chain carbon reduction project response rate supplier invite participate cdp supplier academy cumulative user,supply_chain,people_centric
83,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
Sustainable Supply Chain
Strategies 2030 Goals 2025 Targets 2024 Achievements
Improve Sustainability
Risk Management Achieve an average human rights rating Achieve an average human rights rating Achieve an average human rights rating of Grade C (score 77) on -
of Grade B (score 85) on the SAQ for tier 1 of Grade C (score 78) on the SAQ for tier 1 the SAQ for tier 1 suppliersNEW
TSMC requires all suppliers suppliersNote 1 NEW suppliers NEW
to adhere to the TSMC
Supplier Code of Ensure 100% of tier 1 suppliersNote 1 stipulate - 100% of tier 1 suppliers stipulate inclusive workplace related
Conduct , taking actions inclusive workplace related policy or policy or statement
to improve labor rights, statement Note 2 Target: 40%
safety and health,
environmental protection, Annually ensure 100% of tier 1 suppliersNote 1 - 100% of tier 1 suppliers complete the Sustainability Management
business ethics, and the complete the SAQNote 3 Self-Assessment Questionnaire
efficiency of the Target: 100%
management system; the
Ensure 100% significant suppliersNote 4 receive - A total of 70 significant suppliers completed third-party supplier
Company has also taken
Code of Conduct audits by RBA-certified audits with an annual completion rate of 100%
the initiative to help agencies every yearNote 3 Target: 70 significant suppliers
suppliers continue to
improve their core Ensure 980 sessions of S.H.A.R.P. audits toward - Completed 150 sessions of S.H.A.R.P. audits toward high risk
capabilities to reduce risks high risk significant suppliers at a pace of 120 significant suppliers
of disruption to business sessions a yearNote 3 Target: 110 sessions
operations
Ensure a cumulative total of 300 raw materials - 22 raw materials suppliers participated in the annual emergency
suppliersNote 5 participate in the annual response drill, bringing the cumulative total to 212
emergency response drill (Base year: 2016)Note 3 Target: Cumulative total 210
Ensure a cumulative total of 1,500 suppliersNote 5 - 725 suppliers participated in the ESH training programs, bringing
participate in the Environmental Safety and the cumulative total to 1,879
Health (ESH) training programs (Base year: Target: Cumulative total 1,300
2016) Note 3
Ensure 100% high risk significant suppliers - Ensure 100% high risk significant suppliers complete Safety and
complete Safety and Health consultationNote 3 Health consultationNote 6
Target: 100%
Applicable to all TSMC fabs around the world Applicable to TSMC fabs in Taiwan and other specific fabs Only applicable to TSMC fabs in Taiwan Applicable to TSMC overseas fabs Exceeded Achieved Missed target
Note 1: Tier 1 suppliers: Suppliers trading directly with TSMC with more than three orders per year, with order amounts Note 3: To better highlight supplier management performance, indicators related to routine operations will be removed starting in 2025. Instead,
exceeding NT$5 million, excluding suppliers related to warehousing, hospitals, or those with no further transactions, outcomes will be presented in the main text.
to ensure the questionnaire's applicability. The number of tier 1 suppliers meeting this definition was 1,294 in 2023 Note 4: Significant Supplier: Suppliers accounting for the top 85% of the purchasing expenses or of a single-source purchase, or suppliers
and 1,429 in 2024. To enhance information transparency and the comprehensiveness of management practices, recognized as significant by TSMC after assessing multiple risk indicators, including the suppliers' market shares, inventory levels and
the survey results and management actions for the 1,294 tier 1 suppliers in 2023 are disclosed, along with the total characteristics, and potential environmental, social, and governance negative impact risks.
number of tier 1 suppliers in 2024.
Note 5: Mainly involving suppliers in Taiwan.
Note 2: This indicator achieved its 2030 Targets ahead of schedule and will therefore be removed starting from the next year.
Note 6: In 2023, TSMC conducted 99 supplier audits and consultations, among which one supplier scored below 70 and another scored below 85
Ongoing management actions will continue to be disclosed in the main text.
60 (suppliers scoring below 60 will have their qualifications revoked). The consultation and corrective actions were completed in 2024.",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society sustainable supply chain strategy goal target achievement improve risk management achieve average human right rating achieve average human right rating achieve average human right rating grade score grade score saq tier grade score saq tier saq tier suppliersnew require supplier suppliersnote new supplier new adhere supplier code ensure tier suppliersnote stipulate tier supplier stipulate inclusive workplace relate conduct take action inclusive workplace relate policy policy statement improve labor right statement note target safety health environmental protection ensure tier suppliersnote tier supplier complete management ethic complete saqnote self assessment questionnaire efficiency target management system ensure significant suppliersnote receive total significant supplier complete party supplier take code conduct audits rba certify audits completion rate initiative help agency yearnote target significant supplier supplier continue improve core ensure session audits complete session audits high risk capability reduce risk high risk significant supplier pace significant supplier disruption session yearnote target session ensure cumulative total raw material raw material supplier participate emergency suppliersnote participate response drill bring cumulative total emergency response drill base note target cumulative total ensure cumulative total suppliersnote supplier participate esh training program bring participate environmental safety cumulative total health esh training program base target cumulative total note ensure high risk significant supplier ensure high risk significant supplier complete safety complete safety health consultationnote health consultationnote target applicable fab world applicable fab specific fab applicable fab applicable overseas fab exceed achieve miss target note tier supplier supplier trading order order amount note highlight supplier management performance indicator relate routine remove start exceed exclude supplier relate warehousing hospital transaction outcome present main text ensure questionnaire applicability number tier supplier meet definition note significant supplier supplier account purchasing expense single source purchase supplier enhance transparency comprehensiveness management practice recognize significant assess multiple risk indicator supplier market share inventory level survey result management action tier supplier disclose total characteristic potential environmental social governance negative impact risk number tier supplier note involve supplier note indicator achieve target schedule remove start note conduct supplier audits consultation supplier score score ongoing management action continue disclose main text supplier score qualification revoke consultation corrective action complete,governance,people_centric
84,"Overview Sustainable Business Practices Operations and Governance Appendix
2024 Sustainability Report
An Innovation Pioneer A Responsible Purchaser A Practitioner of Green Power An Admired Employer Power to Change Society
Strategies 2030 Goals 2025 Targets 2024 Achievements
Improve Sustainability
Risk Management
Increase Taiwan local sourcing: 68% for Source 65.5% of indirect raw materials locally Sourced 65% of indirect raw materials locally
TSMC requires all suppliers indirect raw materials Target: 64.9%
to adhere to the TSMC
Supplier Code of Increase overseas subsidiaries local sourcing: Source 35.6% of indirect raw materials locally Sourced 33.1% of indirect raw materials locallyNEW -
Conduct , taking actions 52.5% for indirect raw materialsNote 7 NEW NEW
to improve labor rights,
Increase global local sourcing: 67.5% for - Sourced 64.6 of indirect raw materials locally
safety and health,
indirect raw materialsNote 8 Target: 63.6%
environmental protection,
business ethics, and the Increase Taiwan local sourcing: 60% for spare Source 45% of spare parts locally Sourced 46.0% of spare parts locally
efficiency of the parts Target: 41.0%
management system; the
Company has also taken Continue to diversify production plant sites Complete the development of 165 multi-source Completed the development of 155 multi-source supply programs
the initiative to help and assess new suppliers; develop 185 multi- supply programs Target: 155 programs
suppliers continue to source supply solutions (Base year: 2018)
improve their core
capabilities to reduce risks Ensure a cumulative total of 145 local raw Ensure a cumulative total of 95 local suppliers Ten suppliers received consultation on process advancement and
materials suppliers receive consultation receive consultation on process advancement quality improvement, bringing the cumulative total to 85
of disruption to business
on process advancement and quality and quality improvement Target: 10; cumulative total 85
operations
improvement (Base year: 2016)
Supplier due diligence on responsible mineral Supplier due diligence on responsible mineral 100% responsible mineral sourcing
sourcing : 100% of the minerals used are sourcing: 100% of the minerals used are sourced Target: 100%
sourced responsibly responsibly
Audit a cumulative total of 30 suppliers ( ≧ Complete audits on ≧ 3 suppliers for due Completed audits on 3 suppliers for due diligence on responsible
3 suppliers per year) for due diligence on diligence on responsible mineral sourcing mineral sourcing
responsible mineral sourcing Target: ≧ 3 suppliers
Applicable to all TSMC fabs around the world Applicable to TSMC fabs in Taiwan and other specific fabs Only applicable to TSMC fabs in Taiwan Applicable to TSMC overseas fabs Exceeded Achieved Missed target
Note 7: To improve transparency in localized procurement information, a new management indicator for the local procurement ratio of overseas subsidiaries was introduced in 2024. The data covers TSMC (China), TSMC (Nanjing), TSMC Washington, LLC, TSMC Arizona, and JASM.
Note 8: In response to the new goal for localized procurement by overseas subsidiaries, this goal will be divided into separate targets for Taiwan and overseas subsidiaries starting next year.",sustainable practice governance innovation pioneer responsible purchaser practitioner green power admired employer power change society strategy goal target achievement improve risk management increase local source source indirect raw material source indirect raw material require supplier indirect raw material target adhere supplier code increase overseas subsidiary local source source indirect raw material source indirect raw material locallynew conduct taking action indirect raw materialsnote new new improve labor right increase local source source indirect raw material safety health indirect raw materialsnote target environmental protection ethic increase local source spare source spare part source spare part efficiency part target management system take continue diversify production plant site complete development multi source complete development multi source supply program initiative help assess new supplier develop multi- supply program target program supplier continue source supply solution base improve core capability reduce risk ensure cumulative total local raw ensure cumulative total local supplier supplier receive consultation process advancement material supplier receive consultation receive consultation process advancement quality improvement bring cumulative total disruption process advancement quality quality improvement target cumulative total improvement base supplier diligence responsible mineral supplier diligence responsible mineral responsible mineral source source mineral source mineral source target source audit cumulative total supplier complete audits supplier complete audits supplier diligence responsible supplier diligence diligence responsible mineral source mineral source responsible mineral source target supplier applicable fab world applicable fab specific fab applicable fab applicable overseas fab exceed achieve miss target note improve transparency localize procurement new management indicator local procurement ratio overseas subsidiary introduce cover china nanjing washington llc arizona jasm note response new goal localize procurement overseas subsidiary goal divide separate target overseas subsidiary start,supply_chain,action_oriented
